"FECHA_CONT","MOVEMENT_TP","PDTO_ORIG","ALM_ORG","PDTO_DEST","ALM_DEST","VALOR","RELACION_TT","Mes","Año","DiasMes"
"2016-06-30","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",14669,"CAÑADA_NORTE_OAM",6,2016,30
"2016-06-30","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",9342.08,"CAÑADA_NORTE_OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",16264.87,"DINA-TENAY",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION ESPINAL PPF:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",106725,"ESPINAL-OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",344303.974,"DINA-TENAY",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR DINA TERCIARIO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",82696.236,"DINA-TENAY",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION SANTANA:MATERIA PRIMA","CRUDO MEZCLA","TR OLEOD MANSOYA-ORITO-OMO:INV TRANSITO",75544.99,"SANTANA-OMO",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",11555.12,"DINA-TENAY",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO CUSIANA","PR CUSIANA:MATERIA PRIMA","CRUDO CUSIANA","TR CUSIANA-CPF:MATERIA PRIMA",195100.07,"CUSIANA-OCSA",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR SANTIAGO:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",29160.17,"SANTIAGO-CENIT",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CARACARA:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",140771.08,"JAGUAR-SANTIAGO",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR RIO PAEZ:MATERIA PRIMA","CRUDO MEZCLA","TR YAGUARA-TENAY:INV TRANSITO",1630.85,"HOCHA_OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO CUPIAGUA","PR CUPIAGUA:MATERIA PRIMA","CRUDO CUPIAGUA","TR CUSIANA-CPF:MATERIA PRIMA",412183.73,"CUPIAGUA-OCSA",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO FLOREÑA","PR PIEDEMONTE:MATERIA PRIMA","CRUDO FLOREÑA","TR ARAGUANEY-BIC:MATERIA PRIMA",736464.54,"FLOREÑA_OBC",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CARACARA:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",16713.153,"JAGUAR-SANTIAGO",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CEGOC:MATERIA PRIMA","CRUDO MEZCLA","TR ARAGUANEY-BIC:MATERIA PRIMA",12014.16,"PERENCO-OBC",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI PALAGUA:MATERIA PRIMA","CRUDO MEZCLA","TR PALAGUA-VASCONIA:INV TRANSITO",123667.72,"PALAGUA-VAS",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI ORITO:MATERIA PRIMA","CRUDO MEZCLA","TR ORITO:MATERIA PRIMA",23823.3,"ORITO-PR-TR",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR BOQUERON:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",225758.99,"GUANDO-OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ABANICO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",13951.79,"GUANDO-OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",99784.17,"MELC-NARE",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR GUADUAS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",4492.8,"GUADUAS-OAM",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",150337.96,"MELC-NARE",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR COSECHA:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",152544.604,"CAÑO_LIMON_OCLC",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",86109.582,"MELC-NARE",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR CRAVO NORTE-CHIPIRON:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",714434.98,"CAÑO_LIMON_OCLC",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",75308.332,"MELC-NARE",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","MEZCLA MAGDALENA BLEND","PR CICUCO:MATERIA PRIMA","MEZCLA MAGDALENA BLEND","TR AYACUCHO-COVEÑAS 16:INV TRANSITO",36006.52,"CICUCO-AYA",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",43504.157,"MELC-NARE",6,2016,30
"2016-06-30","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",4175.84,"CAÑADA_NORTE_OAM",6,2016,30
"2016-06-30","Tr. Material a material","CRUDO CASTILLA","PR QUIFA:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",679683.66,"QUIFA-ODL",6,2016,30
"2016-06-30","Tr. Material a material","CRUDO CASTILLA","PR RUBIALES:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",2606477.37,"RUBIALES-ODL",6,2016,30
"2016-06-30","Tr.trasladar ce a ce","MEZCLA MAGDALENA BLEND","PR ALM REEXPIDO BARRANCA:ALMAC MP-PP Y PT","MEZCLA MAGDALENA BLEND","TR GALAN-AYACUCHO CRD 18:INV TRANSITO",147059.53,"MB_GRB_18",6,2016,30
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",16917.47,"DINA-TENAY",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION ESPINAL PPF:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",100114,"ESPINAL-OAM",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",345703.61,"DINA-TENAY",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR DINA TERCIARIO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",86608.858,"DINA-TENAY",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION SANTANA:MATERIA PRIMA","CRUDO MEZCLA","TR OLEOD MANSOYA-ORITO-OMO:INV TRANSITO",83409.9,"SANTANA-OMO",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",4598.91,"DINA-TENAY",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO CUSIANA","PR CUSIANA:MATERIA PRIMA","CRUDO CUSIANA","TR CUSIANA-CPF:MATERIA PRIMA",249627.59,"CUSIANA-OCSA",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR SANTIAGO:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",29515.01,"SANTIAGO-CENIT",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CARACARA:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",160295.95,"JAGUAR-SANTIAGO",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR RIO PAEZ:MATERIA PRIMA","CRUDO MEZCLA","TR YAGUARA-TENAY:INV TRANSITO",1575.95,"HOCHA_OAM",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO CUPIAGUA","PR CUPIAGUA:MATERIA PRIMA","CRUDO CUPIAGUA","TR CUSIANA-CPF:MATERIA PRIMA",438504.05,"CUPIAGUA-OCSA",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO FLOREÑA","PR PIEDEMONTE:MATERIA PRIMA","CRUDO FLOREÑA","TR ARAGUANEY-BIC:MATERIA PRIMA",769860.91,"FLOREÑA_OBC",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI PALAGUA:MATERIA PRIMA","CRUDO MEZCLA","TR PALAGUA-VASCONIA:INV TRANSITO",125077.52,"PALAGUA-VAS",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI ORITO:MATERIA PRIMA","CRUDO MEZCLA","TR ORITO:MATERIA PRIMA",33106.09,"ORITO-PR-TR",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR BOQUERON:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",228084.572,"GUANDO-OAM",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ABANICO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",13199.144,"GUANDO-OAM",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",111681.071,"MELC-NARE",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR GUADUAS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",4394.13,"GUADUAS-OAM",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",156681.86,"MELC-NARE",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",77763.88,"MELC-NARE",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",70706.827,"MELC-NARE",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","MEZCLA MAGDALENA BLEND","PR CICUCO:MATERIA PRIMA","MEZCLA MAGDALENA BLEND","TR AYACUCHO-COVEÑAS 16:INV TRANSITO",24131.53,"CICUCO-AYA",7,2016,31
"2016-07-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",74741.334,"MELC-NARE",7,2016,31
"2016-07-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",4461.28,"CAÑADA_NORTE_OAM",7,2016,31
"2016-07-31","Tr. Material a material","CRUDO CASTILLA","PR RUBIALES:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",3921070.49,"RUBIALES-ODL",7,2016,31
"2016-07-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",15689.68,"CAÑADA_NORTE_OAM",7,2016,31
"2016-07-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",9962.68,"CAÑADA_NORTE_OAM",7,2016,31
"2016-07-31","Tr. Material a material","CRUDO CASTILLA","PR QUIFA:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",675454.655,"QUIFA-ODL",7,2016,31
"2016-07-31","Tr. Material a material","MEZCLA MAGDALENA BLEND","PR ALM REEXPIDO BARRANCA:ALMAC MP-PP Y PT","MEZCLA MAGDALENA BLEND","TR GALAN-AYACUCHO CRD 18:INV TRANSITO",146705.39,"MB_GRB_18",7,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",16951.41,"DINA-TENAY",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION ESPINAL PPF:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",98970,"ESPINAL-OAM",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",338934.03,"DINA-TENAY",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR DINA TERCIARIO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",86048.459,"DINA-TENAY",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION SANTANA:MATERIA PRIMA","CRUDO MEZCLA","TR OLEOD MANSOYA-ORITO-OMO:INV TRANSITO",71049.362,"SANTANA-OMO",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CRETACEOS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",11168.53,"DINA-TENAY",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO CUSIANA","PR CUSIANA:MATERIA PRIMA","CRUDO CUSIANA","TR CUSIANA-CPF:MATERIA PRIMA",282120.68,"CUSIANA-OCSA",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR SANTIAGO:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",28026.26,"SANTIAGO-CENIT",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CARACARA:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",149264.436,"JAGUAR-SANTIAGO",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR RIO PAEZ:MATERIA PRIMA","CRUDO MEZCLA","TR YAGUARA-TENAY:INV TRANSITO",1710.25,"HOCHA_OAM",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO CUPIAGUA","PR CUPIAGUA:MATERIA PRIMA","CRUDO CUPIAGUA","TR CUSIANA-CPF:MATERIA PRIMA",402124.19,"CUPIAGUA-OCSA",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO FLOREÑA","PR PIEDEMONTE:MATERIA PRIMA","CRUDO FLOREÑA","TR ARAGUANEY-BIC:MATERIA PRIMA",738414.03,"FLOREÑA_OBC",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CEGOC:MATERIA PRIMA","CRUDO MEZCLA","TR ARAGUANEY-BIC:MATERIA PRIMA",51487.093,"PERENCO-OBC",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI PALAGUA:MATERIA PRIMA","CRUDO MEZCLA","TR PALAGUA-VASCONIA:INV TRANSITO",127349.286,"PALAGUA-VAS",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI ORITO:MATERIA PRIMA","CRUDO MEZCLA","TR ORITO:MATERIA PRIMA",32619.63,"ORITO-PR-TR",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR BOQUERON:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",217868.714,"GUANDO-OAM",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ABANICO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",13388.888,"GUANDO-OAM",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",92710.021,"MELC-NARE",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR GUADUAS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",4184.981,"GUADUAS-OAM",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",204819.241,"MELC-NARE",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR COSECHA:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",139240.123,"CAÑO_LIMON_OCLC",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",78085.396,"MELC-NARE",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR CRAVO NORTE-CHIPIRON:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",598663.727,"CAÑO_LIMON_OCLC",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",69330.006,"MELC-NARE",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","MEZCLA MAGDALENA BLEND","PR CICUCO:MATERIA PRIMA","MEZCLA MAGDALENA BLEND","TR AYACUCHO-COVEÑAS 16:INV TRANSITO",3935.53,"CICUCO-AYA",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",47202.006,"MELC-NARE",8,2016,31
"2016-08-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",4150.32,"CAÑADA_NORTE_OAM",8,2016,31
"2016-08-31","Tr. Material a material","CRUDO CASTILLA","PR RUBIALES:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",3796345.601,"RUBIALES-ODL",8,2016,31
"2016-08-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",13844.62,"CAÑADA_NORTE_OAM",8,2016,31
"2016-08-31","Tr. Material a material","CRUDO CAMPO CAÑADA NORTE","PR SAN JACINTO:MATERIA PRIMA","CRUDO MEZCLA","PR SAN JACINTO:MATERIA PRIMA",10030.3,"CAÑADA_NORTE_OAM",8,2016,31
"2016-08-31","Tr. Material a material","CRUDO CASTILLA","PR QUIFA:MATERIA PRIMA","MEZCLA CASTILLA BLEND","TR RUBIALES-VIT:MATERIA PRIMA",663964.023,"QUIFA-ODL",8,2016,31
"2016-08-31","Tr. Material a material","MEZCLA MAGDALENA BLEND","PR CICUCO:MATERIA PRIMA","CRUDO CASTILLA NORTE","TR AYACUCHO-COVEÑAS 16:INV TRANSITO",20324.98,"CICUCO-AYA",8,2016,31
"2016-08-31","Tr.trasladar ce a ce","MEZCLA MAGDALENA BLEND","PR ALM REEXPIDO BARRANCA:ALMAC MP-PP Y PT","MEZCLA MAGDALENA BLEND","TR GALAN-AYACUCHO CRD 18:INV TRANSITO",173480.67,"MB_GRB_18",8,2016,31
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR DINA-TENAY:INV TRANSITO","CRUDO MEZCLA","TR TENAY:MATERIA PRIMA",437242.561,"DINA-TENAY",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION ESPINAL PPF:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",93486,"ESPINAL-OAM",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ESTACION SANTANA:MATERIA PRIMA","CRUDO MEZCLA","TR OLEOD MANSOYA-ORITO-OMO:INV TRANSITO",79910.832,"SANTANA-OMO",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO CUSIANA","PR CUSIANA:MATERIA PRIMA","CRUDO CUSIANA","TR CUSIANA-CPF:MATERIA PRIMA",248584.29,"CUSIANA-OCSA",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR SANTIAGO:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",28220.82,"SANTIAGO-CENIT",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CARACARA:MATERIA PRIMA","CRUDO MEZCLA","TR SANTIAGO-PORVENIR:INV TRANSITO",152644.716,"JAGUAR-SANTIAGO",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR RIO PAEZ:MATERIA PRIMA","CRUDO MEZCLA","TR YAGUARA-TENAY:INV TRANSITO",1758.5,"HOCHA_OAM",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO CUPIAGUA","PR CUPIAGUA:MATERIA PRIMA","CRUDO CUPIAGUA","TR CUSIANA-CPF:MATERIA PRIMA",395539.651,"CUPIAGUA-OCSA",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO FLOREÑA","PR PIEDEMONTE:MATERIA PRIMA","CRUDO FLOREÑA","TR ARAGUANEY-BIC:MATERIA PRIMA",741177.69,"FLOREÑA_OBC",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CEGOC:MATERIA PRIMA","CRUDO MEZCLA","TR ARAGUANEY-BIC:MATERIA PRIMA",196991.366,"PERENCO-OBC",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI PALAGUA:MATERIA PRIMA","CRUDO MEZCLA","TR PALAGUA-VASCONIA:INV TRANSITO",123348.156,"PALAGUA-VAS",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR CPI ORITO:MATERIA PRIMA","CRUDO MEZCLA","TR ORITO:MATERIA PRIMA",7119.46,"ORITO-PR-TR",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR BOQUERON:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",210584.372,"GUANDO-OAM",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR ABANICO:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",12198.038,"GUANDO-OAM",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",80215.37,"MELC-NARE",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR GUADUAS:MATERIA PRIMA","CRUDO MEZCLA","TR TENAY-VASCONIA ECP-OAM:INV TRANSITO",3863.97,"GUADUAS-OAM",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",125058.265,"MELC-NARE",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR COSECHA:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",159423.707,"CAÑO_LIMON_OCLC",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",57500.375,"MELC-NARE",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO CAÑO LIMON","PR CRAVO NORTE-CHIPIRON:MATERIA PRIMA","CRUDO CAÑO LIMON","TR CAÑO LIMON-COVEÑAS:INV TRANSITO",712125.061,"CAÑO_LIMON_OCLC",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",71855.983,"MELC-NARE",9,2016,30
"2016-09-30","Tr.trasladar ce a ce","CRUDO MEZCLA","PR NARE:MATERIA PRIMA","CRUDO MEZCLA","TR VELASQUEZ 26-SAUCE:INV TRANSITO",49637.162,"MELC-NARE",9,2016,30
